Make,Year_of_manufacture,Condition,Mileage,Engine_Size,Fuel,Transmission,Price,Build
Land Rover,2007,Nigerian Used,46887,3274,Petrol,Automatic,3930000,SUV
Toyota,2010,Nigerian Used,133492,2400,Petrol,Automatic,2964000,SUV
Toyota,2015,Nigerian Used,90272,2400,Petrol,Automatic,5928000,SUV
Toyota,2006,Foreign Used,290415,3500,Petrol,Automatic,2625000,SUV
Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,4680000,SUV
Hyundai,2014,Nigerian Used,101951,2000,Petrol,Automatic,3360000,SUV
Hyundai,2007,Nigerian Used,40382,3274,Petrol,Automatic,7178000,SUV
Lexus,2008,Nigerian Used,213189,3500,Petrol,Automatic,3360000,SUV
Chevrolet,2007,Nigerian Used,139741,3274,Petrol,Automatic,4154000,SUV
Toyota,2013,Foreign Used,195542,1800,Petrol,Automatic,4992000,SUV
Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,15080000,SUV
Hyundai,2014,Foreign Used,122936,3800,Petrol,Automatic,5565000,SUV
Ford,2007,Foreign Used,292069,3500,Petrol,Automatic,3640000,SUV
Toyota,2004,Nigerian Used,165284,3300,Petrol,Automatic,2756000,SUV
Toyota,2007,Foreign Used,194783,2000,Petrol,Automatic,4160000,SUV
Land Rover,2007,Nigerian Used,146891,3274,Petrol,Automatic,12330000,SUV
Toyota,2004,Nigerian Used,141882,3500,Petrol,Automatic,2310000,SUV
Toyota,2010,Foreign Used,219320,1800,Petrol,Automatic,3952000,SUV
Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,6760000,SUV
Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,4515000,SUV
Lexus,2004,Nigerian Used,120847,3300,Petrol,Automatic,2392000,SUV
Lexus,2006,Nigerian Used,128350,2500,Petrol,Automatic,2625000,SUV
Toyota,2005,Nigerian Used,94077,3300,Petrol,Automatic,2520000,SUV
Mercedes-Benz,2006,Nigerian Used,13571,3400,Petrol,Automatic,3744000,SUV
Toyota,2009,Nigerian Used,134528,3500,Petrol,Automatic,2704000,SUV
Lexus,2003,Nigerian Used,206338,3000,Petrol,Automatic,2100000,SUV
Hyundai,2016,Nigerian Used,33844,20000,Petrol,Automatic,6344000,SUV
Lexus,2005,Nigerian Used,148435,3000,Petrol,Automatic,2310000,SUV
Hyundai,2015,Foreign Used,127274,5000,Petrol,Automatic,10500000,SUV
Toyota,2008,Nigerian Used,45961,3500,Petrol,Automatic,2205000,SUV
Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,2467500,SUV
Lexus,2006,Nigerian Used,121412,3300,Petrol,Automatic,2310000,SUV
Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,1995000,SUV
Toyota,2010,Foreign Used,185460,1800,Petrol,Automatic,3622500,SUV
Lexus,2005,Nigerian Used,156418,3300,Petrol,Automatic,3328000,SUV
Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,1995000,SUV
Toyota,2008,Nigerian Used,93578,3500,Petrol,Automatic,3952000,SUV
Toyota,2009,Nigerian Used,216256,1800,Petrol,Automatic,3120000,SUV
Chevrolet,2011,Foreign Used,175142,3600,Petrol,Automatic,4725000,SUV
Toyota,2008,Foreign Used,306427,5700,Petrol,Automatic,15080000,SUV
Toyota,2016,Foreign Used,76965,1800,Petrol,Automatic,6090000,SUV
Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,2200000,SUV
Land Rover,2009,Nigerian Used,128701,4400,Petrol,Automatic,2940000,SUV
Chrysler,2015,Nigerian Used,57904,3600,Petrol,Automatic,5040000,SUV
Toyota,2007,Nigerian Used,108179,2400,Petrol,Automatic,2625000,SUV
Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,2310000,SUV
Toyota,2010,Foreign Used,90364,1800,Petrol,Automatic,3858750,SUV
Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,2300000,SUV
Toyota,2009,Foreign Used,171795,1800,Petrol,Automatic,3465000,SUV
Lexus,2002,Nigerian Used,170739,3300,Petrol,Automatic,1785000,SUV
Chevrolet,2012,Nigerian Used,215704,2400,Petrol,Automatic,3260000,SUV
Hyundai,2007,Nigerian Used,47001,3274,Petrol,Automatic,8298000,SUV
Toyota,2012,Nigerian Used,96357,1800,Petrol,Automatic,3640000,SUV
Toyota,2003,Foreign Used,321420,3000,Petrol,Automatic,2641600,SUV
Lexus,2006,Foreign Used,210836,3000,Petrol,Automatic,2835000,SUV
Chevrolet,2014,Nigerian Used,182533,1800,Petrol,Automatic,2625000,SUV
Ford,2007,Nigerian Used,209088,3500,Petrol,Automatic,1890000,SUV
Toyota,2010,Foreign Used,85212,2500,Petrol,Automatic,4264000,SUV
Lexus,2005,Nigerian Used,57855,3300,Petrol,Automatic,2835000,SUV
Toyota,2007,Nigerian Used,200280,20000,Petrol,Automatic,2600000,SUV
Toyota,2007,Nigerian Used,174070,3274,Petrol,Automatic,17930000,SUV
Mercedes-Benz,2007,Nigerian Used,160920,3274,Petrol,Automatic,5610000,SUV
Mercedes-Benz,2010,Nigerian Used,84345,3500,Petrol,Automatic,5775000,SUV
Toyota,2011,Foreign Used,77646,2500,Petrol,Automatic,2835000,SUV
Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,5200000,SUV
Toyota,2007,Nigerian Used,144602,3300,Petrol,Automatic,2600000,SUV
Toyota,2007,Nigerian Used,115813,3274,Petrol,Automatic,2810000,SUV
Toyota,2007,Foreign Used,10199,3500,Petrol,Automatic,2362500,SUV
Chevrolet,2009,Foreign Used,274542,3600,Petrol,Automatic,6300000,SUV
Toyota,2007,Nigerian Used,285350,2400,Petrol,Automatic,2205000,SUV
Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,4160000,SUV
Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,2964000,SUV
Toyota,2010,Nigerian Used,189739,2500,Petrol,Automatic,3432000,SUV
Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,2600000,SUV
Lexus,2003,Nigerian Used,122125,3000,Petrol,Automatic,2080000,SUV
Toyota,2003,Nigerian Used,112583,3000,Petrol,Automatic,2100000,SUV
Hyundai,2007,Nigerian Used,143168,3274,Petrol,Automatic,6282000,SUV
Toyota,2011,Nigerian Used,248863,3500,Petrol,Automatic,6240000,SUV
Toyota,2009,Nigerian Used,274265,2400,Petrol,Automatic,2415000,SUV
Chevrolet,2007,Nigerian Used,36337,3274,Petrol,Automatic,5834000,SUV
Kia,2005,Foreign Used,162872,3500,Petrol,Automatic,2835000,SUV
Toyota,2011,Nigerian Used,135036,1800,Petrol,Automatic,3224000,SUV
Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,5145000,SUV
Toyota,2007,Nigerian Used,105517,3500,Petrol,Automatic,2600000,SUV
Toyota,2009,Nigerian Used,143829,2700,Petrol,Automatic,5512000,SUV
Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,2415000,SUV
Toyota,2008,Nigerian Used,101224,3500,Petrol,Automatic,2625000,SUV
Toyota,2007,Nigerian Used,201547,2700,Petrol,Automatic,3120000,SUV
Ford,2012,Nigerian Used,114305,2500,Petrol,Automatic,2100000,SUV
Mercedes-Benz,2010,Nigerian Used,161785,3500,Petrol,Automatic,5550000,SUV
Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,2520000,SUV
Toyota,2017,Nigerian Used,99735,2400,Petrol,Automatic,10500000,SUV
Chevrolet,2007,Nigerian Used,123,3274,Petrol,Automatic,11800000,SUV
Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,3120000,SUV
Dodge,2004,Nigerian Used,396150,3700,Petrol,Automatic,1575000,SUV
Toyota,2009,Nigerian Used,276128,1500,Hybrid,Automatic,2625000,SUV
Toyota,2007,Nigerian Used,138400,3274,Petrol,Automatic,3090000,SUV
Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,6552000,SUV
Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,4888000,SUV
Hyundai,2011,Foreign Used,196330,1800,Petrol,Automatic,4160000,SUV
Toyota,2011,Nigerian Used,115034,2700,Petrol,Automatic,6968000,SUV
Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,2600000,SUV
Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,2808000,SUV
Land Rover,2007,Nigerian Used,151210,3274,Petrol,Automatic,4490000,SUV
Hyundai,2007,Nigerian Used,102206,3274,Petrol,Automatic,5498000,SUV
Kia,2013,Nigerian Used,37455,3500,Petrol,Automatic,3412500,SUV
Toyota,2009,Nigerian Used,269616,1800,Petrol,Automatic,2415000,SUV
Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,2415103,SUV
SsangYong,2009,Nigerian Used,155231,2400,Petrol,Automatic,2625000,SUV
Toyota,2010,Foreign Used,189486,1800,Petrol,Automatic,3570000,SUV
Kia,2015,Nigerian Used,88662,3300,Petrol,Automatic,10500000,SUV
Toyota,2007,Nigerian Used,312282,3500,Petrol,Automatic,2496000,SUV
Toyota,2009,Nigerian Used,164957,3500,Petrol,Automatic,2808000,SUV
Toyota,2012,Nigerian Used,179951,5700,Petrol,Automatic,5250000,SUV
Toyota,2010,Foreign Used,163019,1800,Petrol,Automatic,3780000,SUV
Toyota,2014,Nigerian Used,71601,1800,Petrol,Automatic,4410000,SUV
Hyundai,2011,Nigerian Used,99145,18,Petrol,Automatic,3120000,SUV
Acura,2006,Nigerian Used,112158,3500,Petrol,Automatic,1872000,SUV
Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,3120000,SUV
Toyota,2011,Nigerian Used,144248,2500,Petrol,Automatic,2730000,SUV
Toyota,2009,Nigerian Used,1449691,1600,Petrol,Automatic,2860000,SUV
Toyota,2003,Foreign Used,151679,1800,Petrol,Automatic,2496000,SUV
Chevrolet,2008,Nigerian Used,221552,2400,Hybrid,Automatic,2047500,SUV
Toyota,2010,Foreign Used,210366,2500,Petrol,Automatic,5616000,SUV
Mercedes-Benz,2012,Nigerian Used,280907,3500,Petrol,Automatic,3780000,SUV
Toyota,2013,Nigerian Used,76486,2400,Petrol,Automatic,3744000,SUV
Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,2600000,SUV
Lexus,2002,Nigerian Used,221831,3000,Petrol,Automatic,2184000,SUV
Toyota,2012,Nigerian Used,93685,1800,Petrol,Automatic,4160000,SUV
Jeep,2007,Nigerian Used,75157,3700,Petrol,Automatic,1575000,SUV
Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,5250000,SUV
Toyota,2009,Nigerian Used,264799,2400,Petrol,Automatic,2205000,SUV
Kia,2016,Foreign Used,77152,3000,Petrol,Automatic,9450000,SUV
Hyundai,2010,Nigerian Used,112204,2200,Petrol,Automatic,4200000,SUV
Hyundai,2007,Nigerian Used,17122,3274,Petrol,Automatic,9530000,SUV
Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,2600000,SUV
Lexus,2003,Nigerian Used,191482,3000,Petrol,Automatic,1995000,SUV
Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,4056000,SUV
Chevrolet,2014,Nigerian Used,87498,1600,Petrol,Automatic,3150000,SUV
Toyota,2004,Nigerian Used,267928,3300,Petrol,Automatic,2288000,SUV
Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,6310000,SUV
Lexus,2002,Nigerian Used,190875,3000,Petrol,Automatic,2184000,SUV
Hyundai,2007,Nigerian Used,127534,3274,Petrol,Automatic,7290000,SUV
Toyota,2005,Foreign Used,279479,3000,Petrol,Automatic,2415000,SUV
Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,2310000,SUV
Toyota,2009,Nigerian Used,234265,2400,Petrol,Automatic,2520000,SUV
Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,2548000,SUV
Ford,2008,Nigerian Used,252855,3500,Petrol,Automatic,1680000,SUV
Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,3150000,SUV
Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,3255000,SUV
Toyota,2014,Nigerian Used,77468,1800,Petrol,Automatic,4515000,SUV
Ford,2013,Nigerian Used,31192,1600,Petrol,Automatic,4680000,SUV
Toyota,2004,Nigerian Used,261065,3300,Petrol,Automatic,2288000,SUV
Toyota,2007,Nigerian Used,87034,2400,Petrol,Automatic,2100000,SUV
Toyota,2009,Nigerian Used,128309,2500,Petrol,Automatic,2310000,SUV
Toyota,2006,Nigerian Used,395083,3300,Petrol,Automatic,2100000,SUV
Hyundai,2014,Nigerian Used,91219,2000,Petrol,Automatic,4725000,SUV
Mercedes-Benz,2010,Nigerian Used,74039,3500,Petrol,Automatic,5040000,SUV
Hyundai,2019,Nigerian Used,43168,1600,Petrol,Automatic,6825000,SUV
Toyota,2007,Nigerian Used,299527,2400,Petrol,Automatic,2415000,SUV
Toyota,2013,Nigerian Used,194940,1800,Petrol,Automatic,3536000,SUV
Kia,2013,Nigerian Used,134013,3800,Petrol,Automatic,4410000,SUV
Pontiac,2003,Nigerian Used,175447,1800,Petrol,Automatic,2415000,SUV
Lexus,2002,Nigerian Used,180360,3300,Petrol,Automatic,2080000,SUV
Toyota,2007,Nigerian Used,23909,2400,Petrol,Automatic,2310000,SUV
Toyota,1998,Nigerian Used,188782,3000,Petrol,Automatic,1560000,SUV
Toyota,2011,Nigerian Used,168744,3500,Petrol,Automatic,4515000,SUV
Hyundai,2011,Foreign Used,289790,4600,Petrol,Automatic,3150000,SUV
Toyota,2009,Nigerian Used,11582,3500,Petrol,AMT,4200000,SUV
Toyota,2008,Nigerian Used,105864,2400,Petrol,Automatic,2600000,SUV
Kia,2005,Foreign Used,200156,2900,Diesel,Automatic,2205000,SUV
Lexus,2006,Nigerian Used,214198,2500,Petrol,Automatic,2310000,SUV
Kia,2010,Foreign Used,112196,2000,Petrol,Automatic,2940000,SUV
Infiniti,2008,Nigerian Used,357754,3500,Petrol,Automatic,2100000,SUV
Toyota,2003,Nigerian Used,275575,3500,Petrol,Automatic,2704000,SUV
Kia,2017,Foreign Used,47979,2400,Petrol,Automatic,6300000,SUV
Toyota,2010,Nigerian Used,222962,3500,Petrol,Automatic,2625000,SUV
Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,2205000,SUV
Kia,2015,Nigerian Used,62440,35000,Petrol,Automatic,7350000,SUV
Toyota,2008,Nigerian Used,77035,2400,Petrol,Automatic,2500000,SUV
Toyota,2009,Nigerian Used,185182,1800,Petrol,Automatic,2835000,SUV
Lexus,2001,Nigerian Used,336469,3000,Petrol,Automatic,1680000,SUV
Lexus,2006,Nigerian Used,79526,3300,Petrol,Automatic,2100000,SUV
Toyota,2004,Nigerian Used,100399,3000,Petrol,Automatic,2184000,SUV
Kia,2007,Nigerian Used,107965,3274,Petrol,Automatic,1690000,SUV
Hyundai,2009,Foreign Used,113451,3300,Petrol,Automatic,2940000,SUV
Mazda,2006,Foreign Used,222788,2700,Petrol,Automatic,2415000,SUV
Hyundai,2013,Nigerian Used,98359,1800,Petrol,Automatic,3016000,SUV
Kia,2011,Nigerian Used,75459,1600,Petrol,Automatic,3675000,SUV
Toyota,1996,Nigerian Used,111185,2400,Petrol,Automatic,1837500,SUV
Toyota,2007,Nigerian Used,111237,2400,Petrol,Automatic,2100000,SUV
Mazda,2007,Foreign Used,322125,3500,Petrol,Automatic,4004000,SUV
Toyota,2011,Nigerian Used,104659,2700,Petrol,Automatic,4725000,SUV
Toyota,2017,Nigerian Used,8383,4000,Petrol,Automatic,34650000,SUV
Kia,2012,Nigerian Used,102168,2000,Petrol,Automatic,2625000,SUV
Mazda,2008,Nigerian Used,147971,3700,Petrol,Automatic,3328000,SUV
Mazda,2010,Foreign Used,340782,3700,Petrol,Automatic,4700000,SUV
Lexus,2007,Nigerian Used,392106,3500,Petrol,Automatic,3045000,SUV
Toyota,2007,Nigerian Used,191305,2000,Petrol,Automatic,2310000,SUV
Land Rover,2006,Nigerian Used,232306,4400,Petrol,Automatic,2100000,SUV
Mazda,2010,Foreign Used,97408,35,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2007,Nigerian Used,155367,3274,Petrol,Automatic,5274000,SUV
Toyota,2003,Foreign Used,174261,2400,Petrol,Automatic,2520000,SUV
Toyota,2007,Foreign Used,120976,1800,Petrol,Automatic,3150000,SUV
Toyota,2003,Nigerian Used,138465,4700,Petrol,Automatic,2496000,SUV
Lexus,2006,Nigerian Used,369464,4300,Petrol,Automatic,2808000,SUV
Hyundai,2014,Nigerian Used,147705,2000,Petrol,Automatic,3255000,SUV
Hyundai,2007,Foreign Used,178427,3500,Petrol,Automatic,3588000,SUV
Mazda,2009,Nigerian Used,225215,2500,Petrol,Automatic,3255000,SUV
Toyota,2004,Nigerian Used,168851,4700,Petrol,Automatic,2100000,SUV
Kia,2011,Foreign Used,255053,2400,Petrol,Automatic,6300000,SUV
Toyota,2004,Nigerian Used,205052,1800,Petrol,Automatic,2080000,SUV
Dodge,2013,Foreign Used,159980,3600,Petrol,Automatic,6825000,SUV
Lexus,2006,Nigerian Used,176236,3500,Petrol,Automatic,2520000,SUV
Ford,2008,Foreign Used,468957,2200,Diesel,Manual,3675000,SUV
Toyota,2008,Nigerian Used,238846,2400,Petrol,Automatic,2835000,SUV
Mercedes-Benz,2007,Nigerian Used,164344,3274,Petrol,Automatic,3930000,SUV
Toyota,2009,Nigerian Used,197338,1800,Petrol,Automatic,2704000,SUV
Hyundai,2007,Nigerian Used,15711,3274,Petrol,Automatic,3706000,SUV
Nissan,2013,Nigerian Used,73259,1800,Petrol,Automatic,2520000,SUV
Changan,2020,Nigerian Used,56833,1400,Electric,Automatic,8400000,SUV
Lexus,2004,Nigerian Used,261065,3000,Petrol,Automatic,2730000,SUV
Toyota,2007,Nigerian Used,149913,3500,Petrol,Automatic,2392000,SUV
Ford,2010,Foreign Used,178744,2500,Petrol,Automatic,2310000,SUV
Lexus,2013,Nigerian Used,89456,3500,Petrol,Automatic,8400000,SUV
Mazda,2007,Foreign Used,281661,3500,Petrol,Automatic,3045000,SUV
Toyota,2009,Nigerian Used,231068,2400,Petrol,Automatic,3120000,SUV
Toyota,2007,Nigerian Used,138458,3274,Petrol,Automatic,2698000,SUV
Toyota,2007,Foreign Used,154034,1800,Petrol,Automatic,3150000,SUV
Mazda,2014,Foreign Used,82730,2500,Petrol,Automatic,6825000,SUV
Toyota,2007,Nigerian Used,273815,3500,Petrol,Automatic,2100000,SUV
Toyota,2009,Nigerian Used,104556,1800,Petrol,Automatic,2415000,SUV
Toyota,2009,Nigerian Used,123694,2400,Petrol,Automatic,2100000,SUV
Lexus,2007,Nigerian Used,269051,3274,Petrol,Automatic,3370000,SUV
Toyota,2006,Nigerian Used,244183,3500,Petrol,Automatic,2100000,SUV
Toyota,2009,Nigerian Used,98680,1800,Petrol,Automatic,3120000,SUV
Lexus,2007,Nigerian Used,320448,3500,Petrol,Automatic,3150000,SUV
Mazda,2008,Foreign Used,129518,3500,Petrol,Automatic,3360000,SUV
Toyota,2010,Nigerian Used,165453,2700,Petrol,Automatic,4725000,SUV
Toyota,2009,Nigerian Used,223476,2400,Petrol,Automatic,2415000,SUV
Hyundai,2011,Nigerian Used,107347,2400,Petrol,Automatic,3150000,SUV
Toyota,2007,Nigerian Used,226971,2400,Petrol,Automatic,2415000,SUV
Lexus,2009,Foreign Used,127446,3500,Petrol,Automatic,4200000,SUV
Toyota,2008,Nigerian Used,104417,3500,Petrol,Automatic,6136000,SUV
Mercedes-Benz,2006,Nigerian Used,104613,5000,Petrol,Automatic,3640000,SUV
Toyota,2006,Nigerian Used,92498,2500,Petrol,Automatic,2625000,SUV
Lexus,2008,Nigerian Used,269685,3500,Petrol,Automatic,2940000,SUV
Toyota,2014,Nigerian Used,151900,2500,Petrol,Automatic,4042500,SUV
Toyota,2011,Foreign Used,68605,1800,Petrol,Automatic,4368000,SUV
Lexus,2007,Nigerian Used,109160,3274,Petrol,Automatic,2607500,SUV
Acura,2004,Nigerian Used,231349,3500,Petrol,Automatic,2402400,SUV
Honda,2013,Foreign Used,258863,2400,Petrol,Automatic,6500000,SUV
Toyota,2009,Nigerian Used,102826,2400,Petrol,Automatic,2912000,SUV
Toyota,2007,Nigerian Used,89114,2000,Petrol,Automatic,2415000,SUV
Toyota,2004,Nigerian Used,455552,2000,Petrol,Automatic,2080000,SUV
Mazda,2010,Foreign Used,236399,3700,Petrol,Automatic,4500000,SUV
Toyota,2006,Nigerian Used,145601,3300,Petrol,Automatic,2652000,SUV
Toyota,2006,Nigerian Used,171890,3500,Petrol,Automatic,2496000,SUV
Mercedes-Benz,2006,Nigerian Used,59225,3500,Petrol,Automatic,3360000,SUV
Lincoln,2009,Foreign Used,119687,3500,Petrol,Automatic,6090000,SUV
Toyota,2009,Nigerian Used,137769,3274,Petrol,Automatic,2600000,SUV
Mercedes-Benz,2008,Nigerian Used,151790,3000,Petrol,Automatic,3150000,SUV
Lexus,2007,Nigerian Used,178350,3500,Petrol,Automatic,2835000,SUV
Acura,2004,Nigerian Used,163082,3500,Petrol,Automatic,1560000,SUV
Lexus,2007,Nigerian Used,171560,3500,Petrol,Automatic,2625000,SUV
Toyota,2009,Nigerian Used,168947,1800,Petrol,Automatic,3328000,SUV
Mazda,2007,Nigerian Used,131038,23000,Petrol,Automatic,2600000,SUV
Toyota,2012,Nigerian Used,145064,2500,Petrol,Automatic,4368000,SUV
Chevrolet,2007,Nigerian Used,65702,3274,Petrol,Automatic,1354000,SUV
Toyota,2007,Nigerian Used,35044,3274,Petrol,Automatic,8500000,SUV
Chrysler,2005,Nigerian Used,248802,5700,Petrol,Automatic,2625000,SUV
Mazda,2008,Foreign Used,284391,3700,Petrol,Automatic,3990000,SUV
Toyota,2004,Foreign Used,235467,2400,Petrol,Automatic,2520000,SUV
Kia,2009,Foreign Used,231640,3800,Petrol,Automatic,4305000,SUV
Infiniti,2008,Nigerian Used,168262,3500,Petrol,Automatic,1575000,SUV
Toyota,2007,Nigerian Used,88742,3500,Petrol,Automatic,1995000,SUV
Kia,2011,Nigerian Used,125110,1600,Petrol,Automatic,3675000,SUV
Ford,2011,Nigerian Used,273106,3000,Petrol,Automatic,2310000,SUV
Honda,2009,Foreign Used,511741,3500,Petrol,Automatic,4725000,SUV
Toyota,2007,Foreign Used,100605,3500,Petrol,Automatic,2415000,SUV
Chevrolet,2010,Foreign Used,165454,2200,Petrol,Automatic,1995000,SUV
Mazda,2008,Nigerian Used,263513,3700,Petrol,Automatic,2912000,SUV
Lexus,2010,Foreign Used,127721,3500,Petrol,Automatic,3675000,SUV
Mazda,2007,Nigerian Used,160611,3500,Petrol,Automatic,3150000,SUV
Toyota,2005,Nigerian Used,213683,2400,Petrol,Automatic,1575000,SUV
Mercedes-Benz,2012,Nigerian Used,120467,3500,Petrol,Automatic,4200000,SUV
Toyota,2012,Nigerian Used,180350,1800,Petrol,Automatic,2940000,SUV
Kia,2007,Nigerian Used,90186,3274,Petrol,Automatic,4500000,SUV
Mercedes-Benz,2008,Foreign Used,117859,3500,Petrol,Automatic,5250000,SUV
Honda,2007,Foreign Used,494286,1500,Petrol,Automatic,2467500,SUV
Toyota,2005,Nigerian Used,270932,3300,Petrol,Automatic,2600000,SUV
Mazda,2010,Foreign Used,150378,2500,Petrol,Automatic,3150000,SUV
Toyota,2007,Nigerian Used,60341,3274,Petrol,Automatic,8410000,SUV
Mazda,2010,Nigerian Used,116506,3700,Petrol,Automatic,3465000,SUV
Kia,2011,Nigerian Used,73402,2400,Petrol,Automatic,3255000,SUV
Mercedes-Benz,2007,Nigerian Used,83432,3274,Petrol,Automatic,4154000,SUV
Toyota,2009,Nigerian Used,186272,2400,Petrol,Automatic,2310000,SUV
Toyota,2013,Foreign Used,171738,1800,Petrol,Automatic,4935000,SUV
Hyundai,2011,Nigerian Used,104500,2000,Petrol,Automatic,2257500,SUV
Hyundai,2007,Nigerian Used,344,3274,Petrol,Automatic,16810000,SUV
Toyota,2006,Foreign Used,319745,3300,Petrol,Automatic,3517500,SUV
Acura,2005,Nigerian Used,309945,3500,Petrol,Automatic,1716000,SUV
Hyundai,2007,Nigerian Used,182533,3274,Petrol,Automatic,3900000,SUV
Nissan,2008,Nigerian Used,121104,5600,Petrol,Automatic,3675000,SUV
Toyota,2012,Foreign Used,105005,1800,Petrol,Automatic,4888000,SUV
Toyota,2004,Nigerian Used,365526,2400,Petrol,Automatic,1575000,SUV
Kia,2008,Foreign Used,143438,2000,Petrol,Automatic,3570000,SUV
Toyota,2008,Nigerian Used,152660,3500,Petrol,Automatic,2415000,SUV
Ford,2009,Nigerian Used,103814,3500,Petrol,Automatic,2100000,SUV
Mazda,2005,Foreign Used,168057,2400,Petrol,Manual,2100000,SUV
Hyundai,2015,Nigerian Used,86603,1600,Petrol,Automatic,4725000,SUV
Toyota,2005,Foreign Used,303093,2000,Petrol,Automatic,2625000,SUV
Hyundai,2009,Foreign Used,33022,3800,Petrol,Automatic,6825000,SUV
Lexus,2007,Nigerian Used,222062,3274,Petrol,Automatic,3706000,SUV
Mercedes-Benz,2010,Nigerian Used,87147,3500,Petrol,Automatic,7280000,SUV
Lexus,2007,Nigerian Used,111353,3274,Petrol,Automatic,4490000,SUV
Mercedes-Benz,2009,Nigerian Used,189850,3500,Petrol,Automatic,5200000,SUV
Toyota,2002,Foreign Used,281101,3274,Petrol,Automatic,2625000,SUV
Toyota,2005,Nigerian Used,66653,2500,Petrol,Automatic,1976000,SUV
Chevrolet,2014,Foreign Used,200051,1400,Petrol,Automatic,2205000,SUV
Toyota,2011,Nigerian Used,69658,2400,Petrol,Automatic,4095000,SUV
Mazda,2011,Foreign Used,162660,3000,Petrol,Automatic,3990000,SUV
Toyota,2009,Nigerian Used,145302,1800,Petrol,Automatic,2600000,SUV
Toyota,2004,Nigerian Used,220918,2400,Petrol,Automatic,1872000,SUV
Hyundai,2013,Nigerian Used,182533,1800,Petrol,Automatic,3120000,SUV
Toyota,2011,Foreign Used,63231,1800,Petrol,Automatic,3780000,SUV
Mazda,2011,Foreign Used,208901,2000,Petrol,Automatic,2310000,SUV
